ordinal,species,in6,in5,in4,in3,in2,in1,total,year,site,DI,elev,spsiteyear,doy_adult,gdd_adult
202,Melanoplus packardii,0,16,7,7,1,0,31,2011,B1,4.225806452,2591,B12011Melanoplus packardii,218,353.5556312
209,Melanoplus packardii,5,18,13,1,0,0,37,2011,B1,4.72972973,2591,B12011Melanoplus packardii,218,353.5556312
216,Melanoplus packardii,33,8,1,0,0,0,42,2011,B1,5.761904762,2591,B12011Melanoplus packardii,218,353.5556312
225,Melanoplus packardii,36,5,0,0,0,0,41,2011,B1,5.87804878,2591,B12011Melanoplus packardii,218,353.5556312
230,Melanoplus packardii,44,3,0,0,0,0,47,2011,B1,5.936170213,2591,B12011Melanoplus packardii,218,353.5556312
238,Melanoplus packardii,21,0,0,0,0,0,21,2011,B1,6,2591,B12011Melanoplus packardii,218,353.5556312
244,Melanoplus packardii,31,0,0,0,0,0,31,2011,B1,6,2591,B12011Melanoplus packardii,218,353.5556312
136,Melanoplus packardii,0,0,0,2,10,4,16,2012,B1,1.875,2591,B12012Melanoplus packardii,196,381.0096268
143,Melanoplus packardii,0,0,2,17,8,4,31,2012,B1,2.548387097,2591,B12012Melanoplus packardii,196,381.0096268
151,Melanoplus packardii,0,0,4,9,7,9,29,2012,B1,2.275862069,2591,B12012Melanoplus packardii,196,381.0096268
157,Melanoplus packardii,0,0,19,5,3,1,28,2012,B1,3.5,2591,B12012Melanoplus packardii,196,381.0096268
163,Melanoplus packardii,0,4,18,14,2,2,40,2012,B1,3.5,2591,B12012Melanoplus packardii,196,381.0096268
171,Melanoplus packardii,3,18,18,12,1,0,52,2012,B1,4.192307692,2591,B12012Melanoplus packardii,196,381.0096268
179,Melanoplus packardii,4,7,4,3,0,0,18,2012,B1,4.666666667,2591,B12012Melanoplus packardii,196,381.0096268
184,Melanoplus packardii,14,7,9,5,0,0,35,2012,B1,4.857142857,2591,B12012Melanoplus packardii,196,381.0096268
190,Melanoplus packardii,29,18,9,1,0,0,57,2012,B1,5.315789474,2591,B12012Melanoplus packardii,196,381.0096268
197,Melanoplus packardii,33,9,1,1,0,0,44,2012,B1,5.681818182,2591,B12012Melanoplus packardii,196,381.0096268
207,Melanoplus packardii,23,0,0,0,0,0,23,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
211,Melanoplus packardii,18,0,0,0,0,0,18,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
218,Melanoplus packardii,17,0,0,0,0,0,17,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
224,Melanoplus packardii,11,0,0,0,0,0,11,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
231,Melanoplus packardii,7,0,0,0,0,0,7,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
238,Melanoplus packardii,10,0,0,0,0,0,10,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
247,Melanoplus packardii,9,0,0,0,0,0,9,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
254,Melanoplus packardii,3,0,0,0,0,0,3,2012,B1,6,2591,B12012Melanoplus packardii,196,381.0096268
142,Melanoplus packardii,0,0,0,0,0,4,4,2014,B1,1,2591,B12014Melanoplus packardii,207,333.5707958
147,Melanoplus packardii,0,0,0,0,0,4,4,2014,B1,1,2591,B12014Melanoplus packardii,207,333.5707958
157,Melanoplus packardii,0,0,0,0,5,2,7,2014,B1,1.714285714,2591,B12014Melanoplus packardii,207,333.5707958
165,Melanoplus packardii,0,0,0,4,9,18,31,2014,B1,1.548387097,2591,B12014Melanoplus packardii,207,333.5707958
174,Melanoplus packardii,0,1,9,13,4,2,29,2014,B1,3.103448276,2591,B12014Melanoplus packardii,207,333.5707958
178,Melanoplus packardii,0,2,12,16,3,0,33,2014,B1,3.393939394,2591,B12014Melanoplus packardii,207,333.5707958
184,Melanoplus packardii,1,6,16,18,1,0,42,2014,B1,3.714285714,2591,B12014Melanoplus packardii,207,333.5707958
190,Melanoplus packardii,2,10,14,13,0,0,39,2014,B1,4.025641026,2591,B12014Melanoplus packardii,207,333.5707958
199,Melanoplus packardii,9,9,10,0,0,0,28,2014,B1,4.964285714,2591,B12014Melanoplus packardii,207,333.5707958
206,Melanoplus packardii,25,7,3,1,0,0,36,2014,B1,5.555555556,2591,B12014Melanoplus packardii,207,333.5707958
213,Melanoplus packardii,47,7,1,2,0,0,57,2014,B1,5.736842105,2591,B12014Melanoplus packardii,207,333.5707958
220,Melanoplus packardii,27,3,2,0,0,0,32,2014,B1,5.78125,2591,B12014Melanoplus packardii,207,333.5707958
227,Melanoplus packardii,28,2,0,0,0,0,30,2014,B1,5.933333333,2591,B12014Melanoplus packardii,207,333.5707958
235,Melanoplus packardii,28,0,0,0,0,0,28,2014,B1,6,2591,B12014Melanoplus packardii,207,333.5707958
242,Melanoplus packardii,18,0,0,0,0,0,18,2014,B1,6,2591,B12014Melanoplus packardii,207,333.5707958
257,Melanoplus packardii,10,0,0,0,0,0,10,2014,B1,6,2591,B12014Melanoplus packardii,207,333.5707958
271,Melanoplus packardii,3,0,0,0,0,0,3,2014,B1,6,2591,B12014Melanoplus packardii,207,333.5707958
148,Melanoplus packardii,0,0,0,0,0,3,3,2015,B1,1,2591,B12015Melanoplus packardii,218,375.1943629
155,Melanoplus packardii,0,0,0,2,12,8,22,2015,B1,1.727272727,2591,B12015Melanoplus packardii,218,375.1943629
162,Melanoplus packardii,0,0,0,6,17,7,30,2015,B1,1.966666667,2591,B12015Melanoplus packardii,218,375.1943629
169,Melanoplus packardii,0,0,2,21,8,8,39,2015,B1,2.435897436,2591,B12015Melanoplus packardii,218,375.1943629
176,Melanoplus packardii,0,0,8,14,4,1,27,2015,B1,3.074074074,2591,B12015Melanoplus packardii,218,375.1943629
183,Melanoplus packardii,0,1,7,17,1,0,26,2015,B1,3.307692308,2591,B12015Melanoplus packardii,218,375.1943629
190,Melanoplus packardii,1,4,11,9,0,0,25,2015,B1,3.88,2591,B12015Melanoplus packardii,218,375.1943629
204,Melanoplus packardii,1,1,1,1,0,0,4,2015,B1,4.5,2591,B12015Melanoplus packardii,218,375.1943629
212,Melanoplus packardii,6,4,4,0,0,0,14,2015,B1,5.142857143,2591,B12015Melanoplus packardii,218,375.1943629
221,Melanoplus packardii,5,2,0,0,0,0,7,2015,B1,5.714285714,2591,B12015Melanoplus packardii,218,375.1943629
228,Melanoplus packardii,8,5,0,0,0,0,13,2015,B1,5.615384615,2591,B12015Melanoplus packardii,218,375.1943629
233,Melanoplus packardii,14,2,0,1,0,0,17,2015,B1,5.705882353,2591,B12015Melanoplus packardii,218,375.1943629
241,Melanoplus packardii,9,0,0,0,0,0,9,2015,B1,6,2591,B12015Melanoplus packardii,218,375.1943629
247,Melanoplus packardii,4,0,0,0,0,0,4,2015,B1,6,2591,B12015Melanoplus packardii,218,375.1943629
167,Melanoplus sanguinipes,0,0,0,0,2,2,4,1959,B1,1.5,2591,B11959Melanoplus sanguinipes,232,412.8161107
183,Melanoplus sanguinipes,0,0,2,8,2,6,18,1959,B1,2.333333333,2591,B11959Melanoplus sanguinipes,232,412.8161107
195,Melanoplus sanguinipes,14,4,18,16,0,0,52,1959,B1,4.307692308,2591,B11959Melanoplus sanguinipes,232,412.8161107
202,Melanoplus sanguinipes,9,6,11,1,0,0,27,1959,B1,4.851851852,2591,B11959Melanoplus sanguinipes,232,412.8161107
209,Melanoplus sanguinipes,14,10,14,4,0,0,42,1959,B1,4.80952381,2591,B11959Melanoplus sanguinipes,232,412.8161107
216,Melanoplus sanguinipes,26,22,4,2,0,0,54,1959,B1,5.333333333,2591,B11959Melanoplus sanguinipes,232,412.8161107
223,Melanoplus sanguinipes,42,10,10,0,2,0,64,1959,B1,5.40625,2591,B11959Melanoplus sanguinipes,232,412.8161107
229,Melanoplus sanguinipes,24,8,4,2,0,0,38,1959,B1,5.421052632,2591,B11959Melanoplus sanguinipes,232,412.8161107
237,Melanoplus sanguinipes,11,0,1,0,0,0,12,1959,B1,5.833333333,2591,B11959Melanoplus sanguinipes,232,412.8161107
243,Melanoplus sanguinipes,2,1,1,0,0,0,4,1959,B1,5.25,2591,B11959Melanoplus sanguinipes,232,412.8161107
250,Melanoplus sanguinipes,47,3,1,0,0,0,51,1959,B1,5.901960784,2591,B11959Melanoplus sanguinipes,232,412.8161107
257,Melanoplus sanguinipes,8,0,0,0,0,0,8,1959,B1,6,2591,B11959Melanoplus sanguinipes,232,412.8161107
207,Melanoplus sanguinipes,0,1,1,2,0,0,4,1960,B1,3.75,2591,B11960Melanoplus sanguinipes,207,303.8669201
210,Melanoplus sanguinipes,10,0,0,1,0,0,11,1960,B1,5.727272727,2591,B11960Melanoplus sanguinipes,207,303.8669201
215,Melanoplus sanguinipes,2,1,0,1,0,0,4,1960,B1,5,2591,B11960Melanoplus sanguinipes,207,303.8669201
224,Melanoplus sanguinipes,2,1,1,2,0,0,6,1960,B1,4.5,2591,B11960Melanoplus sanguinipes,207,303.8669201
231,Melanoplus sanguinipes,2,3,0,2,0,0,7,1960,B1,4.714285714,2591,B11960Melanoplus sanguinipes,207,303.8669201
237,Melanoplus sanguinipes,2,5,0,3,0,0,10,1960,B1,4.6,2591,B11960Melanoplus sanguinipes,207,303.8669201
258,Melanoplus sanguinipes,3,1,0,0,0,0,4,1960,B1,5.75,2591,B11960Melanoplus sanguinipes,207,303.8669201
223,Melanoplus sanguinipes,4,0,0,1,0,0,5,2006,B1,5.4,2591,B12006Melanoplus sanguinipes,NA,NA
237,Melanoplus sanguinipes,4,0,0,1,0,0,5,2006,B1,5.4,2591,B12006Melanoplus sanguinipes,NA,NA
217,Melanoplus sanguinipes,3,1,1,0,0,0,5,2010,B1,5.4,2591,B12010Melanoplus sanguinipes,NA,NA
226,Melanoplus sanguinipes,9,1,0,0,0,0,10,2010,B1,5.9,2591,B12010Melanoplus sanguinipes,NA,NA
241,Melanoplus sanguinipes,12,1,1,0,0,0,14,2010,B1,5.785714286,2591,B12010Melanoplus sanguinipes,NA,NA
196,Melanoplus sanguinipes,0,0,0,1,2,1,4,2011,B1,2,2591,B12011Melanoplus sanguinipes,211,324.0484985
202,Melanoplus sanguinipes,0,1,2,2,0,0,5,2011,B1,3.8,2591,B12011Melanoplus sanguinipes,211,324.0484985
209,Melanoplus sanguinipes,12,1,2,1,0,0,16,2011,B1,5.5,2591,B12011Melanoplus sanguinipes,211,324.0484985
216,Melanoplus sanguinipes,18,3,1,1,0,0,23,2011,B1,5.652173913,2591,B12011Melanoplus sanguinipes,211,324.0484985
225,Melanoplus sanguinipes,13,1,1,0,0,0,15,2011,B1,5.8,2591,B12011Melanoplus sanguinipes,211,324.0484985
230,Melanoplus sanguinipes,4,0,0,0,0,0,4,2011,B1,6,2591,B12011Melanoplus sanguinipes,211,324.0484985
244,Melanoplus sanguinipes,3,0,0,0,0,0,3,2011,B1,6,2591,B12011Melanoplus sanguinipes,211,324.0484985
157,Melanoplus sanguinipes,0,0,0,5,2,1,8,2012,B1,2.5,2591,B12012Melanoplus sanguinipes,222,682.1382308
163,Melanoplus sanguinipes,0,0,1,8,0,1,10,2012,B1,2.9,2591,B12012Melanoplus sanguinipes,222,682.1382308
171,Melanoplus sanguinipes,0,1,1,1,0,2,5,2012,B1,2.8,2591,B12012Melanoplus sanguinipes,222,682.1382308
211,Melanoplus sanguinipes,0,1,0,2,0,0,3,2012,B1,3.666666667,2591,B12012Melanoplus sanguinipes,222,682.1382308
218,Melanoplus sanguinipes,3,1,0,1,0,0,5,2012,B1,5.2,2591,B12012Melanoplus sanguinipes,222,682.1382308
231,Melanoplus sanguinipes,2,1,1,0,0,0,4,2012,B1,5.25,2591,B12012Melanoplus sanguinipes,222,682.1382308
254,Melanoplus sanguinipes,4,0,0,0,0,0,4,2012,B1,6,2591,B12012Melanoplus sanguinipes,222,682.1382308
165,Melanoplus sanguinipes,0,0,0,0,0,3,3,2014,B1,1,2591,B12014Melanoplus sanguinipes,NA,NA
190,Melanoplus sanguinipes,0,0,0,1,0,2,3,2014,B1,1.666666667,2591,B12014Melanoplus sanguinipes,NA,NA
213,Melanoplus sanguinipes,1,1,2,0,0,0,4,2014,B1,4.75,2591,B12014Melanoplus sanguinipes,NA,NA
242,Melanoplus sanguinipes,0,0,0,2,1,2,5,2014,B1,2,2591,B12014Melanoplus sanguinipes,NA,NA
253,Melanoplus sanguinipes,3,0,0,0,0,0,3,2015,B1,6,2591,B12015Melanoplus sanguinipes,NA,NA
167,Camnula pellucida,0,0,0,0,0,6,6,1959,C1,1,3048,C11959Camnula pellucida,222,133.3183262
174,Camnula pellucida,0,0,0,0,1,3,4,1959,C1,1.25,3048,C11959Camnula pellucida,222,133.3183262
183,Camnula pellucida,0,0,0,0,5,10,15,1959,C1,1.333333333,3048,C11959Camnula pellucida,222,133.3183262
189,Camnula pellucida,0,0,3,4,0,0,7,1959,C1,3.428571429,3048,C11959Camnula pellucida,222,133.3183262
195,Camnula pellucida,0,16,9,14,1,2,42,1959,C1,3.857142857,3048,C11959Camnula pellucida,222,133.3183262
202,Camnula pellucida,0,20,9,8,3,0,40,1959,C1,4.15,3048,C11959Camnula pellucida,222,133.3183262
209,Camnula pellucida,17,9,7,0,0,0,33,1959,C1,5.303030303,3048,C11959Camnula pellucida,222,133.3183262
216,Camnula pellucida,5,12,0,0,0,0,17,1959,C1,5.294117647,3048,C11959Camnula pellucida,222,133.3183262
223,Camnula pellucida,17,8,3,0,0,0,28,1959,C1,5.5,3048,C11959Camnula pellucida,222,133.3183262
230,Camnula pellucida,17,2,0,0,0,0,19,1959,C1,5.894736842,3048,C11959Camnula pellucida,222,133.3183262
237,Camnula pellucida,17,1,1,0,0,0,19,1959,C1,5.842105263,3048,C11959Camnula pellucida,222,133.3183262
243,Camnula pellucida,16,0,0,2,0,0,18,1959,C1,5.666666667,3048,C11959Camnula pellucida,222,133.3183262
250,Camnula pellucida,25,0,0,0,0,0,25,1959,C1,6,3048,C11959Camnula pellucida,222,133.3183262
189,Camnula pellucida,0,0,2,2,0,0,4,1960,C1,3.5,3048,C11960Camnula pellucida,224,156.9186735
210,Camnula pellucida,0,3,1,2,0,0,6,1960,C1,4.166666667,3048,C11960Camnula pellucida,224,156.9186735
215,Camnula pellucida,0,3,3,0,0,0,6,1960,C1,4.5,3048,C11960Camnula pellucida,224,156.9186735
224,Camnula pellucida,11,4,2,0,0,0,17,1960,C1,5.529411765,3048,C11960Camnula pellucida,224,156.9186735
231,Camnula pellucida,20,5,0,0,0,0,25,1960,C1,5.8,3048,C11960Camnula pellucida,224,156.9186735
237,Camnula pellucida,15,5,0,0,0,0,20,1960,C1,5.75,3048,C11960Camnula pellucida,224,156.9186735
244,Camnula pellucida,5,3,0,0,0,0,8,1960,C1,5.625,3048,C11960Camnula pellucida,224,156.9186735
158,Camnula pellucida,0,0,0,0,3,5,8,2006,C1,1.375,3048,C12006Camnula pellucida,208,187.6130687
165,Camnula pellucida,0,0,2,12,18,3,35,2006,C1,2.371428571,3048,C12006Camnula pellucida,208,187.6130687
172,Camnula pellucida,0,2,42,45,25,16,130,2006,C1,2.915384615,3048,C12006Camnula pellucida,208,187.6130687
179,Camnula pellucida,0,8,40,16,6,0,70,2006,C1,3.714285714,3048,C12006Camnula pellucida,208,187.6130687
187,Camnula pellucida,2,31,47,6,0,0,86,2006,C1,4.337209302,3048,C12006Camnula pellucida,208,187.6130687
193,Camnula pellucida,23,61,35,1,0,0,120,2006,C1,4.883333333,3048,C12006Camnula pellucida,208,187.6130687
200,Camnula pellucida,24,21,16,1,0,0,62,2006,C1,5.096774194,3048,C12006Camnula pellucida,208,187.6130687
207,Camnula pellucida,130,15,6,0,0,0,151,2006,C1,5.821192053,3048,C12006Camnula pellucida,208,187.6130687
215,Camnula pellucida,146,1,0,0,0,0,147,2006,C1,5.993197279,3048,C12006Camnula pellucida,208,187.6130687
222,Camnula pellucida,161,0,0,0,0,0,161,2006,C1,6,3048,C12006Camnula pellucida,208,187.6130687
229,Camnula pellucida,81,0,0,0,0,0,81,2006,C1,6,3048,C12006Camnula pellucida,208,187.6130687
236,Camnula pellucida,30,0,0,0,0,0,30,2006,C1,6,3048,C12006Camnula pellucida,208,187.6130687
255,Camnula pellucida,68,0,0,0,0,0,68,2006,C1,6,3048,C12006Camnula pellucida,208,187.6130687
177,Camnula pellucida,0,0,0,2,9,4,15,2007,C1,1.866666667,3048,C12007Camnula pellucida,222,252.2478005
184,Camnula pellucida,0,1,10,8,2,0,21,2007,C1,3.476190476,3048,C12007Camnula pellucida,222,252.2478005
188,Camnula pellucida,0,0,11,3,1,0,15,2007,C1,3.666666667,3048,C12007Camnula pellucida,222,252.2478005
199,Camnula pellucida,2,7,11,1,0,0,21,2007,C1,4.476190476,3048,C12007Camnula pellucida,222,252.2478005
206,Camnula pellucida,7,12,6,0,0,0,25,2007,C1,5.04,3048,C12007Camnula pellucida,222,252.2478005
213,Camnula pellucida,12,2,2,1,0,0,17,2007,C1,5.470588235,3048,C12007Camnula pellucida,222,252.2478005
219,Camnula pellucida,12,5,3,2,0,0,22,2007,C1,5.227272727,3048,C12007Camnula pellucida,222,252.2478005
229,Camnula pellucida,27,4,0,0,0,0,31,2007,C1,5.870967742,3048,C12007Camnula pellucida,222,252.2478005
249,Camnula pellucida,7,0,0,0,0,0,7,2007,C1,6,3048,C12007Camnula pellucida,222,252.2478005
172,Camnula pellucida,0,0,0,0,0,5,5,2008,C1,1,3048,C12008Camnula pellucida,222,224.1494125
179,Camnula pellucida,0,0,0,2,2,3,7,2008,C1,1.857142857,3048,C12008Camnula pellucida,222,224.1494125
186,Camnula pellucida,0,0,1,6,2,2,11,2008,C1,2.545454545,3048,C12008Camnula pellucida,222,224.1494125
192,Camnula pellucida,0,0,3,4,2,1,10,2008,C1,2.9,3048,C12008Camnula pellucida,222,224.1494125
197,Camnula pellucida,0,2,16,2,0,0,20,2008,C1,4,3048,C12008Camnula pellucida,222,224.1494125
206,Camnula pellucida,5,30,19,2,5,2,63,2008,C1,4.349206349,3048,C12008Camnula pellucida,222,224.1494125
212,Camnula pellucida,11,7,6,3,0,0,27,2008,C1,4.962962963,3048,C12008Camnula pellucida,222,224.1494125
218,Camnula pellucida,12,6,1,0,0,0,19,2008,C1,5.578947368,3048,C12008Camnula pellucida,222,224.1494125
227,Camnula pellucida,33,3,0,0,0,0,36,2008,C1,5.916666667,3048,C12008Camnula pellucida,222,224.1494125
235,Camnula pellucida,21,0,0,0,0,0,21,2008,C1,6,3048,C12008Camnula pellucida,222,224.1494125
243,Camnula pellucida,21,0,0,0,0,0,21,2008,C1,6,3048,C12008Camnula pellucida,222,224.1494125
251,Camnula pellucida,27,0,0,0,0,0,27,2008,C1,6,3048,C12008Camnula pellucida,222,224.1494125
263,Camnula pellucida,9,0,0,0,0,0,9,2008,C1,6,3048,C12008Camnula pellucida,222,224.1494125
174,Camnula pellucida,0,0,0,0,0,7,7,2009,C1,1,3048,C12009Camnula pellucida,224,161.1720761
180,Camnula pellucida,0,0,0,0,3,15,18,2009,C1,1.166666667,3048,C12009Camnula pellucida,224,161.1720761
189,Camnula pellucida,0,0,0,0,4,2,6,2009,C1,1.666666667,3048,C12009Camnula pellucida,224,161.1720761
198,Camnula pellucida,0,1,2,3,1,0,7,2009,C1,3.428571429,3048,C12009Camnula pellucida,224,161.1720761
204,Camnula pellucida,1,1,3,0,0,0,5,2009,C1,4.6,3048,C12009Camnula pellucida,224,161.1720761
213,Camnula pellucida,2,6,1,3,0,0,12,2009,C1,4.583333333,3048,C12009Camnula pellucida,224,161.1720761
220,Camnula pellucida,11,3,1,0,0,0,15,2009,C1,5.666666667,3048,C12009Camnula pellucida,224,161.1720761
228,Camnula pellucida,17,3,1,0,0,0,21,2009,C1,5.761904762,3048,C12009Camnula pellucida,224,161.1720761
238,Camnula pellucida,8,2,0,0,0,0,10,2009,C1,5.8,3048,C12009Camnula pellucida,224,161.1720761
250,Camnula pellucida,5,1,0,0,0,0,6,2009,C1,5.833333333,3048,C12009Camnula pellucida,224,161.1720761
177,Camnula pellucida,0,0,0,0,4,7,11,2010,C1,1.363636364,3048,C12010Camnula pellucida,227,209.0045622
182,Camnula pellucida,0,0,0,2,2,5,9,2010,C1,1.666666667,3048,C12010Camnula pellucida,227,209.0045622
191,Camnula pellucida,0,0,0,0,6,1,7,2010,C1,1.857142857,3048,C12010Camnula pellucida,227,209.0045622
196,Camnula pellucida,0,0,6,6,3,0,15,2010,C1,3.2,3048,C12010Camnula pellucida,227,209.0045622
200,Camnula pellucida,0,0,5,2,4,0,11,2010,C1,3.090909091,3048,C12010Camnula pellucida,227,209.0045622
209,Camnula pellucida,0,5,3,3,0,0,11,2010,C1,4.181818182,3048,C12010Camnula pellucida,227,209.0045622
217,Camnula pellucida,2,3,2,0,0,0,7,2010,C1,5,3048,C12010Camnula pellucida,227,209.0045622
226,Camnula pellucida,11,4,0,0,0,0,15,2010,C1,5.733333333,3048,C12010Camnula pellucida,227,209.0045622
232,Camnula pellucida,13,1,0,0,0,0,14,2010,C1,5.928571429,3048,C12010Camnula pellucida,227,209.0045622
240,Camnula pellucida,13,0,0,0,0,0,13,2010,C1,6,3048,C12010Camnula pellucida,227,209.0045622
168,Camnula pellucida,0,0,0,0,0,4,4,2011,C1,1,3048,C12011Camnula pellucida,223,164.516351
174,Camnula pellucida,0,0,0,0,2,2,4,2011,C1,1.5,3048,C12011Camnula pellucida,223,164.516351
182,Camnula pellucida,0,0,0,0,7,8,15,2011,C1,1.466666667,3048,C12011Camnula pellucida,223,164.516351
188,Camnula pellucida,0,0,0,3,1,1,5,2011,C1,2.4,3048,C12011Camnula pellucida,223,164.516351
195,Camnula pellucida,0,0,1,3,3,2,9,2011,C1,2.333333333,3048,C12011Camnula pellucida,223,164.516351
202,Camnula pellucida,0,6,3,1,0,0,10,2011,C1,4.5,3048,C12011Camnula pellucida,223,164.516351
209,Camnula pellucida,0,3,4,1,0,0,8,2011,C1,4.25,3048,C12011Camnula pellucida,223,164.516351
216,Camnula pellucida,3,2,0,0,0,0,5,2011,C1,5.6,3048,C12011Camnula pellucida,223,164.516351
223,Camnula pellucida,12,2,0,0,0,0,14,2011,C1,5.857142857,3048,C12011Camnula pellucida,223,164.516351
230,Camnula pellucida,15,0,0,0,0,0,15,2011,C1,6,3048,C12011Camnula pellucida,223,164.516351
238,Camnula pellucida,5,0,0,0,0,0,5,2011,C1,6,3048,C12011Camnula pellucida,223,164.516351
244,Camnula pellucida,3,0,0,0,0,0,3,2011,C1,6,3048,C12011Camnula pellucida,223,164.516351
157,Camnula pellucida,0,0,0,0,7,3,10,2012,C1,1.7,3048,C12012Camnula pellucida,197,147.1491938
164,Camnula pellucida,0,0,0,4,13,7,24,2012,C1,1.875,3048,C12012Camnula pellucida,197,147.1491938
171,Camnula pellucida,0,0,1,6,6,5,18,2012,C1,2.166666667,3048,C12012Camnula pellucida,197,147.1491938
179,Camnula pellucida,2,5,4,0,0,0,11,2012,C1,4.818181818,3048,C12012Camnula pellucida,197,147.1491938
184,Camnula pellucida,10,10,10,0,0,0,30,2012,C1,5,3048,C12012Camnula pellucida,197,147.1491938
194,Camnula pellucida,18,10,8,0,0,0,36,2012,C1,5.277777778,3048,C12012Camnula pellucida,197,147.1491938
199,Camnula pellucida,55,11,2,1,0,0,69,2012,C1,5.739130435,3048,C12012Camnula pellucida,197,147.1491938
205,Camnula pellucida,42,7,0,0,0,0,49,2012,C1,5.857142857,3048,C12012Camnula pellucida,197,147.1491938
214,Camnula pellucida,35,2,0,0,0,0,37,2012,C1,5.945945946,3048,C12012Camnula pellucida,197,147.1491938
220,Camnula pellucida,43,0,0,0,0,0,43,2012,C1,6,3048,C12012Camnula pellucida,197,147.1491938
227,Camnula pellucida,52,0,0,0,0,0,52,2012,C1,6,3048,C12012Camnula pellucida,197,147.1491938
237,Camnula pellucida,24,0,0,0,0,0,24,2012,C1,6,3048,C12012Camnula pellucida,197,147.1491938
247,Camnula pellucida,15,0,0,0,0,0,15,2012,C1,6,3048,C12012Camnula pellucida,197,147.1491938
267,Camnula pellucida,4,0,0,0,0,0,4,2012,C1,6,3048,C12012Camnula pellucida,197,147.1491938
170,Camnula pellucida,0,0,0,0,11,29,40,2013,C1,1.275,3048,C12013Camnula pellucida,215,118.6817639
177,Camnula pellucida,0,0,0,11,32,15,58,2013,C1,1.931034483,3048,C12013Camnula pellucida,215,118.6817639
183,Camnula pellucida,0,0,8,38,14,6,66,2013,C1,2.727272727,3048,C12013Camnula pellucida,215,118.6817639
191,Camnula pellucida,0,9,38,10,0,0,57,2013,C1,3.98245614,3048,C12013Camnula pellucida,215,118.6817639
198,Camnula pellucida,2,50,36,8,0,0,96,2013,C1,4.479166667,3048,C12013Camnula pellucida,215,118.6817639
205,Camnula pellucida,33,37,11,0,0,0,81,2013,C1,5.271604938,3048,C12013Camnula pellucida,215,118.6817639
211,Camnula pellucida,44,24,6,0,0,0,74,2013,C1,5.513513514,3048,C12013Camnula pellucida,215,118.6817639
220,Camnula pellucida,64,4,1,0,0,0,69,2013,C1,5.913043478,3048,C12013Camnula pellucida,215,118.6817639
226,Camnula pellucida,70,0,0,0,0,0,70,2013,C1,6,3048,C12013Camnula pellucida,215,118.6817639
233,Camnula pellucida,60,0,0,0,0,0,60,2013,C1,6,3048,C12013Camnula pellucida,215,118.6817639
239,Camnula pellucida,55,0,0,0,0,0,55,2013,C1,6,3048,C12013Camnula pellucida,215,118.6817639
247,Camnula pellucida,47,0,0,0,0,0,47,2013,C1,6,3048,C12013Camnula pellucida,215,118.6817639
251,Camnula pellucida,41,0,0,0,0,0,41,2013,C1,6,3048,C12013Camnula pellucida,215,118.6817639
276,Camnula pellucida,4,0,0,0,0,0,4,2013,C1,6,3048,C12013Camnula pellucida,215,118.6817639
174,Camnula pellucida,0,0,0,0,3,14,17,2014,C1,1.176470588,3048,C12014Camnula pellucida,224,187.8831747
178,Camnula pellucida,0,0,0,4,19,13,36,2014,C1,1.75,3048,C12014Camnula pellucida,224,187.8831747
184,Camnula pellucida,0,0,2,9,5,5,21,2014,C1,2.380952381,3048,C12014Camnula pellucida,224,187.8831747
190,Camnula pellucida,0,3,10,10,4,2,29,2014,C1,3.275862069,3048,C12014Camnula pellucida,224,187.8831747
199,Camnula pellucida,0,3,3,5,0,0,11,2014,C1,3.818181818,3048,C12014Camnula pellucida,224,187.8831747
206,Camnula pellucida,0,4,5,1,0,0,10,2014,C1,4.3,3048,C12014Camnula pellucida,224,187.8831747
213,Camnula pellucida,8,10,4,0,0,0,22,2014,C1,5.181818182,3048,C12014Camnula pellucida,224,187.8831747
220,Camnula pellucida,24,12,6,0,0,0,42,2014,C1,5.428571429,3048,C12014Camnula pellucida,224,187.8831747
226,Camnula pellucida,47,13,2,0,0,0,62,2014,C1,5.725806452,3048,C12014Camnula pellucida,224,187.8831747
235,Camnula pellucida,32,0,0,0,0,0,32,2014,C1,6,3048,C12014Camnula pellucida,224,187.8831747
242,Camnula pellucida,20,0,0,0,0,0,20,2014,C1,6,3048,C12014Camnula pellucida,224,187.8831747
250,Camnula pellucida,8,0,0,0,0,0,8,2014,C1,6,3048,C12014Camnula pellucida,224,187.8831747
257,Camnula pellucida,5,0,0,0,0,0,5,2014,C1,6,3048,C12014Camnula pellucida,224,187.8831747
183,Camnula pellucida,0,0,0,1,4,0,5,2015,C1,2.2,3048,C12015Camnula pellucida,223,180.0960791
190,Camnula pellucida,0,0,0,3,1,0,4,2015,C1,2.75,3048,C12015Camnula pellucida,223,180.0960791
197,Camnula pellucida,0,0,2,9,3,0,14,2015,C1,2.928571429,3048,C12015Camnula pellucida,223,180.0960791
204,Camnula pellucida,0,2,5,0,0,0,7,2015,C1,4.285714286,3048,C12015Camnula pellucida,223,180.0960791
